DataTimeStamp,WaveType,ZCN,Havg,Tavg,Hmax,Tmax,MaxCrest,Hsig,Tsig,H110,T110,MeanPeriod,MeanDirection,MeanSpread,PeakPeriod,PeakDirection,PeakSpread,TP5,HM0,Te,DurationMs,F1,F2
2020-12-01 00:00:00,0.0,173.0,1.45,6.199,3.94,,,2.289,8.8,3.049,10.899,6.199,298.2990000000001,29.6,20.0,,,16.6,2.589,,,,
2020-12-01 00:20:00,0.0,185.0,1.47,5.9,3.569,,,2.299,8.0,2.799,9.6,5.8,293.6,30.1,18.2,,,14.8,2.589,,,,
2020-12-01 00:40:00,0.0,171.0,1.57,6.099,3.44,,,2.39,8.899,2.829,10.199,6.199,295.899,27.6,14.3,,,13.5,2.64,,,,
2020-12-01 01:00:00,0.0,166.0,1.57,6.3,3.71,,,2.46,9.1,2.99,11.3,6.5,294.399,29.1,18.2,,,18.1,2.75,,,,
2020-12-01 01:20:00,0.0,165.0,1.61,6.199,3.359,,,2.47,9.1,2.94,10.8,6.5,295.399,29.2,18.2,,,16.0,2.779,,,,
2020-12-01 01:40:00,0.0,171.0,1.519,6.0,3.21,,,2.38,8.699,2.869,10.3,6.3,299.2,30.6,18.2,,,16.0,2.63,,,,
2020-12-01 02:00:00,0.0,162.0,1.69,6.5,4.15,,,2.529,9.0,3.17,10.6,6.599,295.6,28.2,14.3,,,14.399,2.869,,,,
2020-12-01 02:20:00,0.0,172.0,1.62,6.199,3.88,,,2.48,8.8,3.049,10.0,6.199,299.7990000000001,28.399,14.3,,,12.199000000000002,2.809,,,,
2020-12-01 02:40:00,0.0,172.0,1.539,6.3,4.1389999999999985,,,2.46,9.199,2.98,11.6,6.199,294.7990000000001,29.399,18.2,,,13.8,2.7,,,,
2020-12-01 03:00:00,0.0,172.0,1.6,6.099,3.809,,,2.46,8.8,3.109,11.399,6.199,299.0,29.799,14.3,,,14.1,2.779,,,,
2020-12-01 03:20:00,0.0,172.0,1.62,6.5,5.13,,,2.65,9.1,3.359,11.0,6.199,301.0,25.899,18.2,,,16.899,2.97,,,,
2020-12-01 03:40:00,0.0,164.0,1.75,6.5,3.75,,,2.72,9.1,3.289,10.6,6.5,296.5,28.799,18.2,,,13.699000000000002,3.009,,,,
2020-12-01 04:00:00,0.0,153.0,1.809,6.599,3.95,,,2.779,9.8,3.42,13.1,6.9,297.7,26.7,18.2,,,18.799,3.089,,,,
2020-12-01 04:20:00,0.0,179.0,1.58,6.0,4.309,,,2.46,8.3,3.009,11.0,6.0,300.5,33.2,18.2,,,16.5,2.779,,,,
2020-12-01 04:40:00,0.0,151.0,1.759,6.599,4.309,,,2.789,10.0,3.509,12.1,7.099,298.7990000000001,30.899,18.2,,,17.899,3.049,,,,
2020-12-01 05:00:00,0.0,164.0,1.629,6.5,4.03,,,2.569,9.699,3.349,12.3,6.5,300.6,28.6,18.2,,,17.299,2.869,,,,
2020-12-01 05:20:00,0.0,150.0,1.85,6.9,5.03,,,2.93,11.3,3.619,13.899,7.099,294.399,29.6,18.2,,,18.0,3.23,,,,
2020-12-01 05:40:00,0.0,159.0,1.73,6.699,5.1389999999999985,,,2.69,9.5,3.39,11.699000000000002,6.8,299.1,26.6,18.2,,,17.5,3.0,,,,
2020-12-01 06:00:00,0.0,161.0,1.74,6.699,4.42,,,2.72,9.699,3.44,11.8,6.699,296.5,27.6,18.2,,,16.399,3.089,,,,
2020-12-01 06:20:00,0.0,166.0,1.629,6.599,3.539,,,2.599,9.5,3.17,10.199,6.4,300.899,26.7,18.2,,,17.899,2.94,,,,
2020-12-01 06:40:00,0.0,157.0,1.74,6.9,4.789,,,2.859,10.5,3.68,12.6,6.8,299.5,27.2,16.7,,,14.5,3.119,,,,
2020-12-01 07:00:00,0.0,147.0,1.86,7.099,6.119,,,2.96,10.899,4.079,14.5,7.3,294.6,28.6,16.7,,,16.899,3.369,,,,
2020-12-01 07:20:00,0.0,123.0,2.13,7.9,4.84,,,3.23,13.199000000000002,4.05,15.699000000000002,8.699,298.7,26.299,18.2,,,17.799,3.529,,,,
2020-12-01 07:40:00,0.0,172.0,1.659,6.4,4.03,,,2.69,8.8,3.21,9.699,6.3,299.5,29.399,16.7,,,14.699000000000002,2.88,,,,
2020-12-01 08:00:00,0.0,154.0,1.83,6.599,4.03,,,2.91,10.0,3.609,11.8,7.0,298.7,30.2,16.7,,,16.7,3.15,,,,
2020-12-01 08:20:00,0.0,148.0,1.809,7.0,5.15,,,2.94,11.1,3.71,13.199000000000002,7.199,296.399,26.299,16.7,,,17.0,3.16,,,,
2020-12-01 08:40:00,0.0,153.0,1.7990000000000002,7.0,4.73,,,2.859,10.5,3.599,12.399,7.0,294.899,31.799,18.2,,,17.1,3.16,,,,
2020-12-01 09:00:00,0.0,158.0,1.82,6.8,4.46,,,2.94,9.6,3.779,12.1,6.8,299.2,30.899,16.7,,,16.5,3.24,,,,
2020-12-01 09:20:00,0.0,156.0,1.87,6.8,4.55,,,2.89,10.0,3.549,12.1,6.9,298.6,26.299,18.2,,,17.5,3.319,,,,
2020-12-01 09:40:00,0.0,148.0,1.889,6.699,4.579,,,3.019,10.6,3.849,13.1,7.199,300.6,28.299,16.7,,,16.299,3.319,,,,
2020-12-01 10:00:00,0.0,169.0,1.659,6.8,6.079,,,2.75,9.3,3.619,11.6,6.3,298.5,25.799,16.7,,,16.399,3.16,,,,
2020-12-01 10:20:00,0.0,152.0,1.929,6.699,4.65,,,2.98,10.5,3.819,13.699000000000002,7.099,300.5,28.6,16.7,,,16.299,3.299,,,,
2020-12-01 10:40:00,0.0,160.0,1.889,6.599,4.75,,,2.92,9.8,3.67,11.6,6.699,297.5,27.7,14.3,,,14.5,3.319,,,,
2020-12-01 11:00:00,0.0,150.0,2.019,7.699,6.699,,,3.339,11.1,4.559,15.0,7.099,291.7990000000001,28.5,16.7,,,17.0,3.89,,,,
2020-12-01 11:20:00,0.0,144.0,2.039,6.8,4.9,,,3.079,10.199,3.73,12.3,7.4,298.5,28.6,18.2,,,15.8,3.38,,,,
2020-12-01 11:40:00,0.0,133.0,2.289,7.599,5.9689999999999985,,,3.67,12.0,4.57,14.3,8.1,295.399,23.299,16.7,,,16.6,3.94,,,,
2020-12-01 12:00:00,0.0,150.0,2.109,6.9,6.05,,,3.38,11.0,4.329,12.5,7.199,296.6,27.2,16.7,,,16.6,3.619,,,,
2020-12-01 12:20:00,0.0,156.0,1.86,6.8,5.61,,,2.91,10.3,3.859,12.1,6.9,295.7,29.799,16.7,,,16.2,3.279,,,,
2020-12-01 12:40:00,0.0,156.0,1.879,6.599,4.579,,,2.97,10.3,3.859,13.199000000000002,6.8,296.2990000000001,31.0,16.7,,,15.8,3.319,,,,
2020-12-01 13:00:00,0.0,151.0,2.009,7.099,5.0,,,3.16,10.3,4.11,13.0,7.099,295.2,27.1,16.7,,,16.5,3.569,,,,
2020-12-01 13:20:00,0.0,155.0,1.929,6.5,4.84,,,3.099,10.5,3.769,12.0,6.9,298.0,28.299,16.7,,,15.8,3.269,,,,
2020-12-01 13:40:00,0.0,163.0,1.779,6.599,4.539,,,2.869,9.899,3.799,12.199000000000002,6.5,298.0,29.399,15.399,,,15.1,3.19,,,,
2020-12-01 14:00:00,0.0,150.0,2.019,6.9,5.409,,,3.279,10.399,3.9,10.399,7.099,295.7,32.4,16.7,,,16.5,3.48,,,,
2020-12-01 14:20:00,0.0,157.0,1.929,6.699,4.76,,,3.049,9.699,3.9,11.1,6.8,298.1,27.5,16.7,,,16.2,3.329,,,,
2020-12-01 14:40:00,0.0,155.0,1.919,7.0,4.6789999999999985,,,2.97,10.199,3.609,13.1,6.9,296.0,30.0,16.7,,,15.3,3.319,,,,
2020-12-01 15:00:00,0.0,160.0,1.7990000000000002,6.599,4.6789999999999985,,,2.75,9.199,3.49,10.1,6.599,295.7,32.599000000000004,16.7,,,15.3,3.099,,,,
2020-12-01 15:20:00,0.0,150.0,2.0,6.699,5.94,,,2.99,9.8,3.809,11.1,7.199,297.899,28.5,16.7,,,15.5,3.269,,,,
2020-12-01 15:40:00,0.0,164.0,1.73,6.5,3.91,,,2.619,8.899,3.22,11.0,6.5,299.0,33.799,14.3,,,14.3,2.97,,,,
2020-12-01 16:00:00,0.0,151.0,1.879,7.099,4.86,,,3.009,10.1,3.68,11.5,7.099,298.5,29.299,15.399,,,15.6,3.25,,,,
2020-12-01 16:20:00,0.0,140.0,1.94,7.0,4.489,,,3.009,11.199000000000002,3.74,13.1,7.699,300.6,29.7,15.399,,,15.199000000000002,3.289,,,,
2020-12-01 16:40:00,0.0,139.0,1.919,7.3,4.96,,,2.99,11.0,3.71,12.0,7.699,296.1,29.799,14.3,,,14.3,3.22,,,,
2020-12-01 17:00:00,0.0,147.0,1.7990000000000002,7.3,5.1389999999999985,,,2.97,10.399,3.71,12.5,7.3,296.2,27.6,16.7,,,15.899,3.19,,,,
2020-12-01 17:20:00,0.0,140.0,1.879,7.099,4.78,,,2.849,11.0,3.5,12.699000000000002,7.699,294.2990000000001,30.2,15.399,,,15.1,3.109,,,,
2020-12-01 17:40:00,0.0,139.0,1.779,7.3,4.699,,,2.839,11.399,3.63,13.0,7.699,297.899,27.2,15.399,,,15.1,3.029,,,,
2020-12-01 18:00:00,0.0,162.0,1.659,7.0,5.75,,,2.69,10.0,3.47,11.899,6.599,294.1,29.6,14.3,,,14.6,2.95,,,,
2020-12-01 18:20:00,0.0,147.0,1.769,7.3,4.98,,,2.89,10.399,3.88,13.1,7.3,292.5,30.0,15.399,,,14.8,3.16,,,,
2020-12-01 18:40:00,0.0,148.0,1.69,7.0,3.4,,,2.69,11.199000000000002,3.14,12.399,7.199,294.7,26.7,15.399,,,14.6,2.94,,,,
2020-12-01 19:00:00,0.0,135.0,1.889,7.3,5.0,,,3.029,11.899,3.69,13.1,7.9,292.6,27.0,15.399,,,15.199000000000002,3.19,,,,
2020-12-01 19:20:00,0.0,145.0,1.73,7.599,4.75,,,2.799,10.899,3.529,12.699000000000002,7.4,294.2990000000001,30.1,15.399,,,15.5,3.089,,,,
2020-12-01 19:40:00,0.0,139.0,1.659,7.599,4.239,,,2.599,10.899,3.349,13.399,7.699,292.7990000000001,29.5,14.3,,,14.699000000000002,2.9,,,,
2020-12-01 20:00:00,0.0,127.0,1.87,7.8,4.539,,,3.049,12.699000000000002,3.819,14.0,8.399,295.0,27.1,15.399,,,15.399,3.21,,,,
2020-12-01 20:20:00,0.0,130.0,1.769,7.8,4.309,,,2.88,12.399,3.579,13.399,8.3,292.5,25.399,15.399,,,15.399,3.079,,,,
2020-12-01 20:40:00,0.0,151.0,1.49,7.3,4.25,,,2.4,10.399,3.19,12.899,7.099,291.899,31.2,15.399,,,15.399,2.74,,,,
2020-12-01 21:00:00,0.0,150.0,1.539,6.9,3.49,,,2.49,10.8,3.029,12.6,7.199,290.1,33.7,15.399,,,15.199000000000002,2.7,,,,
2020-12-01 21:20:00,0.0,151.0,1.539,7.5,4.989,,,2.69,10.6,3.559,12.3,7.099,290.899,30.299,14.3,,,14.199000000000002,2.92,,,,
2020-12-01 21:40:00,0.0,132.0,1.659,7.5,3.91,,,2.67,12.199000000000002,3.289,12.8,8.1,290.0,31.1,14.3,,,14.199000000000002,2.859,,,,
2020-12-01 22:00:00,0.0,133.0,1.6,7.8,4.4289999999999985,,,2.67,12.3,3.519,12.899,8.0,293.2990000000001,30.399,13.3,,,13.399,2.809,,,,
2020-12-01 22:20:00,0.0,130.0,1.629,7.599,4.159,,,2.569,11.699000000000002,3.15,12.0,8.199,289.7,29.799,15.399,,,14.5,2.75,,,,
2020-12-01 22:40:00,0.0,134.0,1.679,8.0,4.26,,,2.789,11.899,3.579,12.699000000000002,7.9,289.899,25.899,14.3,,,14.1,3.009,,,,
2020-12-01 23:00:00,0.0,125.0,1.7,7.8,4.199,,,2.69,12.6,3.289,13.1,8.6,289.0,28.7,14.3,,,14.199000000000002,2.839,,,,
2020-12-01 23:20:00,0.0,127.0,1.769,8.1,4.23,,,2.799,12.0,3.38,12.6,8.5,288.399,25.899,14.3,,,13.699000000000002,2.96,,,,
2020-12-01 23:40:00,0.0,123.0,1.789,8.3,4.26,,,3.049,13.1,3.759,13.6,8.6,287.7990000000001,24.899,14.3,,,14.5,3.13,,,,
